scenario,seed,vehicle_id,duration_s,time_loss_s,waiting_time_s,depart_delay_s,route_length_m,co2_mg,nox_mg,fuel_mg
peak_retimed,3,east_to_west_10.25,113.0,40.49,29.0,0.38,994.9,283437.219344,112.98618,90405.450341
peak_retimed,3,west_to_east_11.24,104.0,31.62,20.0,0.0,994.9,268082.65575,105.122388,85507.526831
peak_retimed,3,east_to_west_10.27,103.0,31.3,22.0,0.13,994.9,256352.848688,99.957653,81766.402165
peak_retimed,3,west_to_east_11.26,92.0,19.97,9.0,0.5,994.9,242438.823506,93.775983,77327.654928
peak_retimed,3,east_to_west_10.20,143.0,58.23,47.0,0.5,994.9,335808.829198,136.803089,107111.001856
peak_retimed,3,east_to_west_10.24,122.0,48.24,35.0,0.0,994.9,313996.086477,127.273865,100152.600665
peak_retimed,3,west_to_east_11.23,113.0,33.71,22.0,0.25,994.9,270116.287531,106.524862,86156.577452
peak_retimed,3,west_to_east_11.28,82.0,10.06,0.0,0.0,994.9,205571.538937,78.226317,65568.079766
peak_retimed,3,east_to_west_10.22,134.0,61.5,45.0,0.25,994.9,342091.854486,139.53964,109114.550503
peak_retimed,3,west_to_east_11.25,102.0,29.81,15.0,0.75,994.9,250880.867483,98.731451,80020.702551
peak_retimed,3,west_to_east_11.29,77.0,4.82,0.0,0.75,994.9,192137.329472,71.492717,61283.092216
peak_retimed,3,east_to_west_10.29,96.0,17.22,8.0,0.88,994.9,228522.423722,85.601155,72889.296443
peak_retimed,3,west_to_east_11.27,92.0,19.57,5.0,0.25,994.9,236746.589725,90.755624,75512.048291
peak_retimed,3,east_to_west_10.31,87.0,14.79,0.0,0.63,994.9,213843.906891,80.503132,68206.893312
peak_retimed,3,east_to_west_10.26,116.0,29.87,19.0,0.75,994.9,263136.209635,102.439206,83930.265362
peak_retimed,3,east_to_west_10.32,83.0,11.37,0.0,0.0,994.9,204511.968315,77.499245,65230.154573
peak_retimed,3,east_to_west_10.28,106.0,34.23,15.0,0.5,994.9,255026.238617,99.485664,81343.113297
peak_retimed,3,east_to_west_10.33,79.0,5.62,0.0,0.38,994.9,187458.717565,70.409775,59790.826486
peak_retimed,3,east_to_west_10.30,97.0,24.97,6.0,0.25,994.9,255667.733315,100.333976,81547.010635
peak_retimed,3,north_to_south_8.59,104.0,31.92,22.0,0.56,994.9,255077.594707,99.340961,81359.669584
peak_retimed,3,north_to_south_8.60,101.0,28.18,19.0,0.74,994.9,257552.444196,99.34355,82148.934366
peak_retimed,3,south_to_north_9.33,101.0,28.65,20.0,0.31,994.9,245875.111275,94.969487,78424.391746
peak_retimed,3,north_to_south_8.62,98.0,26.15,17.0,0.1,994.9,248399.929616,94.262984,79229.661614
peak_retimed,3,south_to_north_9.34,98.0,22.49,13.0,0.17,994.9,230439.529441,87.887767,73500.89714
peak_retimed,3,south_to_north_9.35,93.0,20.93,12.0,0.03,994.9,231051.858396,89.929254,73695.869736
peak_retimed,3,north_to_south_8.63,97.0,24.82,16.0,0.28,994.9,238127.97859,91.819072,75953.142189
peak_retimed,3,south_to_north_9.36,89.0,15.14,5.0,0.89,994.9,230119.144833,88.312405,73398.034665
peak_retimed,3,south_to_north_9.37,84.0,11.62,2.0,0.75,994.9,206366.364653,75.514011,65822.036662
peak_retimed,3,north_to_south_8.61,104.0,25.13,15.0,0.92,994.9,239979.430074,92.983105,76543.825405
peak_retimed,3,north_to_south_8.65,93.0,20.82,9.0,0.64,994.9,234378.714362,90.366071,74756.964294
peak_retimed,3,north_to_south_8.64,97.0,22.01,10.0,0.46,994.9,261063.348544,103.758144,83267.996272
peak_retimed,3,north_to_south_8.69,84.0,11.72,0.0,0.35,994.9,209797.666741,79.878057,66916.114143
peak_retimed,3,north_to_south_8.66,93.0,21.11,9.0,0.81,994.9,256395.810675,99.938618,81779.263409
peak_retimed,3,north_to_south_8.67,92.0,19.88,7.0,0.99,994.9,250574.816893,97.988563,79922.46942
peak_retimed,3,south_to_north_9.38,86.0,4.11,0.0,0.6,994.9,181248.318613,65.613757,57810.3996
peak_retimed,3,north_to_south_8.71,81.0,7.15,0.0,0.71,994.9,198001.899072,72.715292,63153.811784
peak_retimed,3,south_to_north_9.40,76.0,3.74,0.0,0.32,994.9,165999.785398,59.756069,52946.529309
peak_retimed,3,north_to_south_8.68,92.0,14.92,2.0,0.17,994.9,224652.065465,85.114994,71654.425251
peak_retimed,3,south_to_north_9.39,83.0,4.89,0.0,0.46,994.9,177484.966939,64.480667,56609.968227
peak_retimed,3,north_to_south_8.70,88.0,10.29,0.0,0.53,994.9,204978.121739,75.721217,65379.137278
peak_retimed,3,north_to_south_8.73,80.0,7.48,0.0,0.07,994.9,202144.782318,77.022137,64474.937939
peak_retimed,3,north_to_south_8.74,78.0,6.21,0.0,0.25,994.9,196665.551473,74.628715,62727.312677
peak_retimed,3,north_to_south_8.72,86.0,4.62,0.0,0.89,994.9,171749.358048,62.303449,54780.649564
peak_retimed,3,north_to_south_8.76,76.0,3.8,0.0,0.6,994.9,177005.139473,62.653866,56456.828178
peak_retimed,3,north_to_south_8.75,84.0,4.34,0.0,0.43,994.9,179110.905401,64.979833,57128.592686
peak_retimed,3,south_to_north_9.42,80.0,3.51,0.0,0.04,994.9,166595.441332,57.949903,53136.800207
peak_retimed,3,north_to_south_8.78,76.0,3.62,0.0,0.96,994.9,167577.392954,60.071257,53449.728612
peak_retimed,3,south_to_north_9.43,76.0,4.06,0.0,0.89,994.9,169407.094649,59.948285,54033.402391
peak_retimed,3,north_to_south_8.77,82.0,4.37,0.0,0.78,994.9,177486.091893,64.253372,56610.310913
peak_retimed,3,north_to_south_8.80,75.0,3.21,0.0,0.32,994.9,169121.738219,62.205585,53942.171044
peak_retimed,3,north_to_south_8.79,79.0,4.86,0.0,0.14,994.9,180863.269284,67.664757,57687.19625
peak_retimed,3,south_to_north_9.44,75.0,3.32,0.0,0.75,994.9,175534.285797,61.124634,55987.757532
peak_retimed,3,north_to_south_8.81,75.0,3.32,0.0,0.5,994.9,161739.217767,58.422637,51587.570547
peak_retimed,3,south_to_north_9.41,96.0,5.46,0.0,0.18,994.9,182004.46235,67.797343,58051.716033
peak_retimed,3,south_to_north_9.45,79.0,4.14,0.0,0.61,994.9,166698.084949,58.906709,53169.436994
peak_retimed,3,north_to_south_8.83,76.0,3.88,0.0,0.86,994.9,161714.574267,56.615764,51579.861311
peak_retimed,3,west_to_east_11.32,119.0,46.55,38.0,0.0,994.9,298227.617341,118.074361,95123.465119
peak_retimed,3,east_to_west_10.36,116.0,44.17,36.0,0.5,994.9,295171.403423,118.879862,94148.426973
peak_retimed,3,east_to_west_10.34,128.0,55.59,46.0,0.75,994.9,329498.120697,133.032115,105097.664004
peak_retimed,3,east_to_west_10.37,112.0,40.35,30.0,0.88,994.9,281275.446108,112.281215,89716.020634
peak_retimed,3,west_to_east_11.30,134.0,56.74,47.0,0.5,994.9,329757.042881,133.111614,105180.549306
peak_retimed,3,east_to_west_10.39,103.0,31.04,20.0,0.63,994.9,262905.122476,104.154658,83856.134318
peak_retimed,3,west_to_east_11.33,117.0,39.03,28.0,0.75,994.9,276576.59217,110.233309,88217.344725
peak_retimed,3,west_to_east_11.35,106.0,32.55,22.0,0.25,994.9,272430.306737,108.63378,86894.209066
peak_retimed,3,east_to_west_10.41,94.0,21.83,12.0,0.38,994.9,236422.449959,91.580566,75408.922622
peak_retimed,3,west_to_east_11.37,95.0,22.79,10.0,0.75,994.9,249427.883768,96.965455,79556.920832
peak_retimed,3,east_to_west_10.43,85.0,12.69,3.0,0.13,994.9,215141.951415,81.252894,68620.897346
peak_retimed,3,east_to_west_10.35,132.0,44.99,36.0,0.13,994.9,298984.316922,119.453654,95365.108209
peak_retimed,3,west_to_east_11.40,79.0,6.5,0.0,0.0,994.9,205409.397386,78.051194,65516.198463
peak_retimed,3,west_to_east_11.38,92.0,20.09,6.0,0.5,994.9,245431.784176,96.073186,78282.089299
peak_retimed,3,east_to_west_10.45,76.0,3.59,0.0,0.88,994.9,178164.269407,62.456746,56826.588733
peak_retimed,3,east_to_west_10.38,117.0,44.87,27.0,0.25,994.9,293173.269521,115.874206,93510.966782
peak_retimed,3,west_to_east_11.31,138.0,45.73,35.0,0.25,994.9,300300.523397,122.052159,95784.831849
peak_retimed,3,west_to_east_11.34,120.0,48.26,28.0,0.5,994.9,291996.752942,116.111491,93135.742655
peak_retimed,3,east_to_west_10.40,108.0,35.65,19.0,0.0,994.9,275465.605067,108.781351,87862.395131
peak_retimed,3,east_to_west_10.44,85.0,8.47,0.0,0.5,994.9,204283.163742,76.953873,65157.229893
peak_retimed,3,west_to_east_11.41,76.0,3.49,0.0,0.75,994.9,168599.416056,59.405182,53775.786612
peak_retimed,3,west_to_east_11.36,109.0,37.14,19.0,0.0,994.9,285569.191662,114.544716,91084.862577
peak_retimed,3,east_to_west_10.42,97.0,25.36,7.0,0.75,994.9,250914.707988,98.351709,80031.08324
peak_retimed,3,west_to_east_11.39,96.0,6.19,0.0,0.25,994.9,187050.533842,68.370322,59661.355988
peak_retimed,3,north_to_south_8.85,101.0,28.54,20.0,0.22,994.9,255448.777891,99.438505,81477.886232
peak_retimed,3,south_to_north_9.47,99.0,26.62,19.0,0.33,994.9,242402.923065,94.517061,77316.714046
peak_retimed,3,south_to_north_9.46,105.0,31.51,22.0,0.47,994.9,262741.804481,103.307024,83804.162258
peak_retimed,3,north_to_south_8.87,97.0,24.99,15.0,0.57,994.9,244382.850381,94.339178,77948.132708
peak_retimed,3,south_to_north_9.49,91.0,18.72,9.0,0.04,994.9,227882.347839,87.319797,72684.815362
peak_retimed,3,south_to_north_9.48,97.0,24.64,16.0,0.18,994.9,244904.747943,92.837978,78114.745719
peak_retimed,3,north_to_south_8.82,113.0,32.83,23.0,0.68,994.9,264208.060656,104.428862,84272.007444
peak_retimed,3,north_to_south_8.89,93.0,20.79,12.0,0.93,994.9,231034.449136,89.742252,73690.289851
peak_retimed,3,south_to_north_9.51,82.0,9.43,0.0,0.76,994.9,205273.500591,75.987354,65473.148889
peak_retimed,3,south_to_north_9.50,88.0,14.95,4.0,0.9,994.9,223645.466453,84.353447,71333.334663
peak_retimed,3,north_to_south_8.86,104.0,31.68,19.0,0.39,994.9,266805.224927,105.809085,85099.910343
peak_retimed,3,north_to_south_8.90,93.0,20.84,10.0,0.11,994.9,226954.708846,87.932137,72388.999543
peak_retimed,3,south_to_north_9.52,79.0,7.28,0.0,0.62,994.9,194221.153302,70.295366,61947.966838
peak_retimed,3,north_to_south_8.92,89.0,16.89,7.0,0.47,994.9,228227.820937,87.633193,72794.86092
peak_retimed,3,south_to_north_9.53,76.0,3.67,0.0,0.47,994.9,163973.640424,58.821972,52300.297184
peak_retimed,3,north_to_south_8.94,86.0,10.48,0.0,0.83,994.9,205881.19801,78.488651,65667.044614
peak_retimed,3,north_to_south_8.97,80.0,7.53,0.0,0.36,994.9,193389.340998,72.473014,61682.445498
peak_retimed,3,south_to_north_9.54,76.0,3.52,0.0,0.33,994.9,168263.64905,58.495393,53668.752643
peak_retimed,3,north_to_south_8.98,79.0,6.5,0.0,0.54,994.9,195664.679606,72.625672,62408.202287
peak_retimed,3,north_to_south_8.84,120.0,24.88,15.0,0.04,994.9,246846.307805,96.54639,78734.493378
peak_retimed,3,north_to_south_8.99,77.0,5.23,0.0,0.72,994.9,193092.717876,71.917702,61587.809093
peak_retimed,3,north_to_south_8.88,110.0,33.88,13.0,0.75,994.9,249972.254907,98.622086,79730.990569
peak_retimed,3,north_to_south_8.100,76.0,3.96,0.0,0.9,994.9,176104.347997,62.268198,56169.525595
peak_retimed,3,north_to_south_8.91,104.0,23.05,4.0,0.29,994.9,250254.737139,99.623385,79820.482255
peak_retimed,3,north_to_south_8.96,91.0,13.4,0.0,0.18,994.9,226322.294032,87.586774,72186.70728
peak_retimed,3,north_to_south_8.93,100.0,19.19,1.0,0.65,994.9,245823.465314,96.570571,78406.998047
peak_retimed,3,north_to_south_8.95,95.0,23.13,1.0,0.01,994.9,250653.357162,98.728594,79947.364874
peak_retimed,3,south_to_north_9.55,80.0,4.28,0.0,0.19,994.9,170497.497443,59.117765,54381.413613
peak_retimed,3,south_to_north_9.56,76.0,3.51,0.0,0.05,994.9,179020.806555,63.913298,57099.686722
peak_retimed,3,north_to_south_8.102,77.0,3.55,0.0,0.26,994.9,169263.172852,60.776684,53987.448524
peak_retimed,3,north_to_south_8.103,76.0,3.68,0.0,0.44,994.9,174509.915911,62.236616,55660.925945
peak_retimed,3,north_to_south_8.101,84.0,4.32,0.0,0.08,994.9,184260.55883,66.101946,58771.190468
peak_retimed,3,north_to_south_8.104,76.0,3.55,0.0,0.62,994.9,166916.534691,59.109227,53239.013928
peak_retimed,3,south_to_north_9.57,79.0,3.95,0.0,0.91,994.9,174516.431179,62.21809,55663.105138
peak_retimed,3,south_to_north_9.58,76.0,3.77,0.0,0.76,994.9,167195.876793,58.052536,53328.193546
peak_retimed,3,north_to_south_8.107,76.0,3.8,0.0,0.15,994.9,177989.658805,63.910849,56770.781743
peak_retimed,3,north_to_south_8.105,82.0,4.08,0.0,0.8,994.9,170110.975402,58.955659,54258.188438
peak_retimed,3,south_to_north_9.59,76.0,3.46,0.0,0.62,994.9,173335.821239,60.853257,55286.5056
peak_retimed,3,west_to_east_11.42,126.0,54.17,45.0,0.5,994.9,315945.53839,127.687319,100775.010086
peak_retimed,3,east_to_west_10.47,124.0,52.11,43.0,0.63,994.9,307782.177307,124.272717,98171.150723
peak_retimed,3,west_to_east_11.44,115.0,42.53,33.0,0.0,994.9,287882.672166,114.583212,91823.509004
peak_retimed,3,east_to_west_10.46,132.0,57.61,48.0,0.25,994.9,317904.891494,129.961944,101400.154761
peak_retimed,3,west_to_east_11.46,103.0,31.35,21.0,0.5,994.9,262420.545157,104.236542,83701.542114
peak_retimed,3,east_to_west_10.49,116.0,42.0,33.0,0.38,994.9,289798.634993,114.997298,92434.672138
peak_retimed,3,east_to_west_10.48,123.0,50.13,38.0,0.0,994.9,315087.92096,126.898824,100501.161242
peak_retimed,3,west_to_east_11.47,99.0,27.22,16.0,0.25,994.9,246861.157853,95.236629,78738.778152
peak_retimed,3,east_to_west_10.50,112.0,40.3,29.0,0.75,994.9,282580.999025,112.253769,90132.323844
peak_retimed,3,east_to_west_10.51,109.0,31.31,22.0,0.13,994.9,256184.239171,98.444408,81712.897504
peak_retimed,3,east_to_west_10.52,103.0,30.96,18.0,0.5,994.9,253656.67376,100.206079,80906.247862
peak_retimed,3,east_to_west_10.54,93.0,21.28,7.0,0.25,994.9,234448.223354,89.103043,74779.164627
peak_retimed,3,east_to_west_10.55,89.0,15.24,3.0,0.63,994.9,227045.886241,87.241572,72417.779858
peak_retimed,3,east_to_west_10.57,79.0,7.07,0.0,0.38,994.9,186190.146102,68.721757,59386.316862
peak_retimed,3,west_to_east_11.43,133.0,40.7,29.0,0.25,994.9,286214.549657,113.33521,91292.075326
peak_retimed,3,west_to_east_11.49,95.0,10.52,0.0,0.75,994.9,212895.607406,79.144904,67904.735889
peak_retimed,3,east_to_west_10.56,88.0,10.35,0.0,0.0,994.9,206437.415207,75.708732,65844.697284
peak_retimed,3,west_to_east_11.45,122.0,41.25,25.0,0.75,994.9,295747.636966,119.612538,94331.851141
peak_retimed,3,west_to_east_11.51,85.0,12.45,0.0,0.25,994.9,204728.557943,76.767177,65299.317962
peak_retimed,3,east_to_west_10.53,106.0,19.35,9.0,0.88,994.9,236811.6261,90.140978,75533.412279
peak_retimed,3,west_to_east_11.48,105.0,33.25,14.0,0.0,994.9,281940.623888,112.651971,89927.197466
peak_retimed,3,west_to_east_11.52,80.0,8.26,0.0,0.0,994.9,193967.046646,70.840403,61866.899148
peak_retimed,3,west_to_east_11.50,94.0,15.93,0.0,0.5,994.9,236246.482464,89.987587,75352.339589
peak_retimed,3,north_to_south_8.109,103.0,31.09,21.0,0.51,994.9,258887.032955,101.829178,82574.611619
peak_retimed,3,south_to_north_9.61,97.0,24.94,14.0,0.34,994.9,248171.747108,97.456786,79156.451511
peak_retimed,3,north_to_south_8.110,102.0,30.0,19.0,0.69,994.9,252534.923753,98.501401,80548.490871
peak_retimed,3,south_to_north_9.63,90.0,16.22,6.0,0.05,994.9,214519.722727,80.649038,68422.776973
peak_retimed,3,north_to_south_8.112,99.0,26.13,17.0,0.05,994.9,245144.867991,94.577082,78191.305203
peak_retimed,3,south_to_north_9.65,80.0,8.13,0.0,0.77,994.9,197301.073008,74.610815,62930.123016
peak_retimed,3,south_to_north_9.60,107.0,25.55,16.0,0.48,994.9,252111.774518,97.807295,80413.632902
peak_retimed,3,south_to_north_9.62,98.0,25.95,13.0,0.2,994.9,236425.58608,93.213576,75409.859851
peak_retimed,3,north_to_south_8.114,95.0,23.24,12.0,0.41,994.9,232972.652631,88.59474,74308.748341
peak_retimed,3,north_to_south_8.106,118.0,32.73,22.0,0.97,994.9,265138.404566,102.386886,84569.20163
peak_retimed,3,north_to_south_8.117,88.0,15.91,6.0,0.94,994.9,221685.47378,83.892534,70708.19001
peak_retimed,3,north_to_south_8.108,115.0,35.08,22.0,0.33,994.9,276190.1659,109.291402,88093.861401
peak_retimed,3,south_to_north_9.64,90.0,9.09,0.0,0.91,994.9,198204.288435,74.754255,63218.509643
peak_retimed,3,north_to_south_8.111,107.0,35.26,19.0,0.87,994.9,277236.198864,111.341886,88426.971128
peak_retimed,3,north_to_south_8.118,88.0,15.82,4.0,0.12,994.9,213539.822624,81.680872,68109.976351
peak_retimed,3,south_to_north_9.67,76.0,3.52,0.0,0.49,994.9,167558.497665,61.565357,53443.58524
peak_retimed,3,north_to_south_8.113,104.0,32.01,16.0,0.23,994.9,272892.13194,108.528452,87041.197032
peak_retimed,3,north_to_south_8.120,84.0,10.65,0.0,0.48,994.9,203057.772163,76.748907,64766.507655
peak_retimed,3,north_to_south_8.115,100.0,23.98,9.0,0.59,994.9,261547.110039,103.233469,83422.385529
peak_retimed,3,north_to_south_8.122,80.0,7.64,0.0,0.84,994.9,201409.275562,74.886588,64240.517047
peak_retimed,3,south_to_north_9.66,86.0,4.58,0.0,0.63,994.9,176883.929289,61.416153,56418.629657
peak_retimed,3,north_to_south_8.116,99.0,18.05,6.0,0.76,994.9,240405.900435,93.899291,76679.273913
peak_retimed,3,north_to_south_8.123,80.0,7.59,0.0,0.02,994.9,190804.395812,70.578998,60858.05862
peak_retimed,3,south_to_north_9.68,78.0,3.83,0.0,0.34,994.9,164791.539182,57.914627,52561.344061
peak_retimed,3,north_to_south_8.119,93.0,20.6,2.0,0.3,994.9,248870.17167,98.881643,79378.499564
peak_retimed,3,north_to_south_8.125,76.0,3.56,0.0,0.38,994.9,172502.124175,58.611469,55020.747992
peak_retimed,3,north_to_south_8.121,88.0,16.2,0.0,0.66,994.9,260752.796475,103.670414,83168.246004
peak_retimed,3,north_to_south_8.124,82.0,5.68,0.0,0.2,994.9,184936.967239,66.697888,58986.838412
peak_retimed,3,north_to_south_8.126,76.0,3.53,0.0,0.55,994.9,171589.453635,61.583848,54729.392806
peak_retimed,3,south_to_north_9.70,75.0,3.38,0.0,0.06,994.9,171724.854217,58.946582,54772.7788
peak_retimed,3,north_to_south_8.130,76.0,3.76,0.0,0.27,994.9,173302.319713,62.063447,55275.738376
peak_retimed,3,north_to_south_8.128,82.0,3.41,0.0,0.91,994.9,180828.121279,63.019501,57676.48795
peak_retimed,3,north_to_south_8.131,76.0,3.62,0.0,0.45,994.9,164435.35787,57.911707,52447.648274
peak_retimed,3,south_to_north_9.69,93.0,5.4,0.0,0.2,994.9,181646.339794,66.216367,57937.555343
peak_retimed,3,north_to_south_8.127,90.0,5.49,0.0,0.73,994.9,184705.126302,67.162981,58913.105829
peak_retimed,3,north_to_south_8.132,76.0,3.84,0.0,0.63,994.9,170746.250028,60.894308,54460.489353
peak_retimed,3,north_to_south_8.129,87.0,14.71,0.0,0.09,994.9,205759.609989,78.95017,65628.058052
peak_retimed,3,south_to_north_9.71,87.0,4.59,0.0,0.92,994.9,177229.391628,65.08499,56528.505406
peak_retimed,3,south_to_north_9.72,82.0,4.32,0.0,0.78,994.9,169608.661276,60.162476,54097.85642
peak_retimed,3,east_to_west_10.59,127.0,55.07,44.0,0.13,994.9,323141.478988,129.946636,103070.217572
peak_retimed,3,west_to_east_11.53,127.0,54.57,47.0,0.75,994.9,322528.688353,129.78074,102874.798442
peak_retimed,3,west_to_east_11.54,121.0,48.84,39.0,0.5,994.9,305623.249469,122.490825,97482.31229
peak_retimed,3,east_to_west_10.60,123.0,49.77,42.0,0.5,994.9,306901.185357,124.541347,97889.997014
peak_retimed,3,west_to_east_11.56,112.0,39.64,31.0,0.0,994.9,276947.827667,108.91614,88335.796887
peak_retimed,3,west_to_east_11.59,94.0,22.35,13.0,0.25,994.9,242226.18244,93.549058,77260.06084
peak_retimed,3,west_to_east_11.61,83.0,11.18,0.0,0.75,994.9,205879.36962,78.452057,65666.348977
peak_retimed,3,west_to_east_11.55,123.0,39.22,29.0,0.25,994.9,281558.140174,110.535364,89806.552426
peak_retimed,3,east_to_west_10.62,118.0,38.01,27.0,0.25,994.9,273567.913843,107.637755,87257.779893
peak_retimed,3,west_to_east_11.62,79.0,7.1,0.0,0.5,994.9,184371.560091,67.863395,58806.283372
peak_retimed,3,west_to_east_11.57,111.0,32.2,20.0,0.75,994.9,262941.508674,103.982175,83867.908433
peak_retimed,3,east_to_west_10.58,142.0,52.78,41.0,0.75,994.9,323168.320105,129.32758,103079.223091
peak_retimed,3,east_to_west_10.64,109.0,36.19,22.0,0.0,994.9,283566.071639,113.572928,90446.102706
peak_retimed,3,west_to_east_11.58,107.0,27.02,15.0,0.5,994.9,263189.927679,105.458658,83946.769353
peak_retimed,3,east_to_west_10.61,127.0,54.87,35.0,0.88,994.9,302121.043784,120.672141,96365.380935
peak_retimed,3,east_to_west_10.66,99.0,25.2,10.0,0.75,994.9,241091.098193,94.653812,76897.937627
peak_retimed,3,west_to_east_11.60,97.0,14.53,4.0,0.0,994.9,226896.217516,86.612253,72370.345235
peak_retimed,3,east_to_west_10.63,118.0,42.68,25.0,0.63,994.9,288823.474729,116.010681,92123.334867
peak_retimed,3,west_to_east_11.63,79.0,3.98,0.0,0.25,994.9,169541.710192,60.313902,54076.407068
peak_retimed,3,east_to_west_10.67,97.0,25.34,8.0,0.13,994.9,258345.654737,102.0987,82401.13158
peak_retimed,3,east_to_west_10.65,110.0,22.25,10.0,0.38,994.9,240631.329863,92.907314,76751.810724
peak_retimed,3,east_to_west_10.70,82.0,10.13,0.0,0.25,994.9,215970.859074,81.695031,68884.934648
peak_retimed,3,east_to_west_10.68,94.0,18.73,2.0,0.5,994.9,232367.771077,89.88089,74115.204696
peak_retimed,3,north_to_south_8.133,105.0,33.26,25.0,0.81,994.9,269485.86118,105.405459,85955.358469
peak_retimed,3,south_to_north_9.73,105.0,32.95,22.0,0.63,994.9,259894.444593,102.30967,82896.077181
peak_retimed,3,north_to_south_8.134,103.0,28.6,19.0,0.99,994.9,252293.688971,96.905624,80471.629193
peak_retimed,3,south_to_north_9.74,101.0,27.94,19.0,0.49,994.9,247721.85872,94.813991,79013.411262
peak_retimed,3,south_to_north_9.75,97.0,25.06,14.0,0.35,994.9,229003.346537,87.889093,73042.824834
peak_retimed,3,south_to_north_9.77,87.0,15.32,5.0,0.07,994.9,209715.809304,78.883798,66890.418144
peak_retimed,3,north_to_south_8.136,100.0,27.82,17.0,0.34,994.9,250323.479044,99.40307,79842.855397
peak_retimed,3,north_to_south_8.138,96.0,23.43,13.0,0.7,994.9,244367.238954,95.372436,77942.968207
peak_retimed,3,north_to_south_8.135,106.0,27.26,18.0,0.17,994.9,253676.730421,98.252172,80912.77886
peak_retimed,3,north_to_south_8.140,92.0,20.25,9.0,0.06,994.9,235923.680235,90.325093,75249.707134
peak_retimed,3,north_to_south_8.137,101.0,29.35,15.0,0.52,994.9,247607.391153,96.583899,78976.64018
peak_retimed,3,north_to_south_8.142,88.0,15.92,6.0,0.42,994.9,220119.859832,82.42186,70208.901098
peak_retimed,3,north_to_south_8.139,97.0,21.79,9.0,0.88,994.9,237889.00395,92.273265,75876.603844
peak_retimed,3,south_to_north_9.78,89.0,6.55,0.0,0.92,994.9,192991.224804,70.190426,61555.983403
peak_retimed,3,north_to_south_8.143,87.0,14.39,4.0,0.6,994.9,215271.512638,80.314731,68662.477224
peak_retimed,3,south_to_north_9.76,101.0,15.45,4.0,0.21,994.9,221200.385848,84.205465,70553.750232
peak_retimed,3,south_to_north_9.80,81.0,4.6,0.0,0.64,994.9,176425.356153,62.889841,56272.043524
peak_retimed,3,north_to_south_8.147,78.0,5.53,0.0,0.31,994.9,184924.562731,67.838577,58982.63967
peak_retimed,3,north_to_south_8.141,96.0,13.27,3.0,0.24,994.9,204561.835151,77.301573,65246.627961
peak_retimed,3,north_to_south_8.145,85.0,12.5,0.0,0.96,994.9,202077.166156,75.454362,64453.707279
peak_retimed,3,north_to_south_8.144,89.0,16.21,0.0,0.78,994.9,223639.583636,86.865708,71331.017727
peak_retimed,3,south_to_north_9.79,91.0,5.29,0.0,0.78,994.9,189740.485228,68.396712,60519.263408
peak_retimed,3,north_to_south_8.146,87.0,7.49,0.0,0.13,994.9,195962.799417,73.367526,62503.499677
peak_retimed,3,south_to_north_9.81,83.0,4.21,0.0,0.5,994.9,176656.441864,63.99888,56345.706147
peak_retimed,3,north_to_south_8.150,76.0,3.57,0.0,0.85,994.9,162980.458198,57.547958,51983.580038
peak_retimed,3,north_to_south_8.149,84.0,6.21,0.0,0.67,994.9,182647.435487,67.021119,58256.530576
peak_retimed,3,north_to_south_8.148,89.0,4.52,0.0,0.49,994.9,183625.578143,65.979514,58568.792086
peak_retimed,3,south_to_north_9.82,85.0,4.55,0.0,0.36,994.9,171244.247457,60.42153,54619.652047
peak_retimed,3,north_to_south_8.152,78.0,5.84,0.0,0.21,994.9,175150.056815,62.240126,55865.183965
peak_retimed,3,north_to_south_8.151,82.0,9.01,0.0,0.03,994.9,186113.314897,70.099536,59361.790361
peak_retimed,3,north_to_south_8.153,77.0,4.51,0.0,0.39,994.9,184962.425304,68.726007,58994.610614
peak_retimed,3,south_to_north_9.84,81.0,3.48,0.0,0.07,994.9,182994.18009,65.779707,58367.136732
peak_retimed,3,south_to_north_9.83,88.0,5.02,0.0,0.21,994.9,180520.733229,65.405309,57578.405872
peak_retimed,3,north_to_south_8.155,79.0,4.3,0.0,0.75,994.9,185731.339236,66.289214,59240.150186
peak_retimed,3,south_to_north_9.85,80.0,3.84,0.0,0.93,994.9,169434.436522,60.388304,54042.200053
peak_retimed,3,north_to_south_8.154,85.0,4.22,0.0,0.57,994.9,180284.726302,64.478081,57503.128115
peak_retimed,3,south_to_north_9.86,77.0,4.49,0.0,0.79,994.9,177309.34445,63.759065,56553.807433
peak_retimed,3,west_to_east_11.64,129.0,56.8,49.0,0.0,994.9,328017.901123,131.640038,104625.785107
peak_retimed,3,east_to_west_10.72,124.0,51.6,42.0,0.0,994.9,314522.147572,126.181037,100320.844183
peak_retimed,3,west_to_east_11.65,124.0,49.14,40.0,0.75,994.9,300006.378606,120.759768,95690.970076
peak_retimed,3,east_to_west_10.74,114.0,41.97,33.0,0.75,994.9,284497.670598,111.833847,90743.958248
peak_retimed,3,west_to_east_11.67,113.0,41.0,30.0,0.25,994.9,292878.43046,117.451292,93416.779419
peak_retimed,3,east_to_west_10.76,105.0,33.17,23.0,0.5,994.9,251831.024977,97.80583,80324.239437
peak_retimed,3,west_to_east_11.66,122.0,42.56,32.0,0.5,994.9,299257.894219,117.965027,95452.084793
peak_retimed,3,west_to_east_11.69,103.0,27.17,15.0,0.75,994.9,246075.178596,95.399959,78488.101961
