scenario,seed,vehicle_id,duration_s,time_loss_s,waiting_time_s,depart_delay_s,route_length_m,co2_mg,nox_mg,fuel_mg
baseline,1,east_to_west_2.0,82.0,3.98,0.0,0.0,994.9,180415.831878,64.923812,57544.804036
baseline,1,west_to_east_3.1,76.0,3.51,0.0,0.67,994.9,164782.984159,58.338125,52558.486843
baseline,1,west_to_east_3.0,86.0,4.58,0.0,0.0,994.9,177180.725953,65.245832,56512.940327
baseline,1,east_to_west_2.1,82.0,4.31,0.0,0.5,994.9,172397.745589,61.859306,54987.397743
baseline,1,east_to_west_2.2,76.0,4.19,0.0,0.0,994.9,178205.699583,63.010104,56839.782521
baseline,1,east_to_west_2.3,78.0,4.01,0.0,0.5,994.9,164696.394651,58.516859,52530.932953
baseline,1,west_to_east_3.3,76.0,4.24,0.0,0.0,994.9,172092.588327,60.135305,54890.02316
baseline,1,north_to_south_0.0,110.0,38.28,31.0,0.0,994.9,282155.509868,111.231318,89996.689854
baseline,1,north_to_south_0.2,103.0,31.04,23.0,0.53,994.9,263762.097346,103.833228,84129.536238
baseline,1,south_to_north_1.1,105.0,31.47,22.0,0.23,994.9,255370.719866,100.493165,81453.109684
baseline,1,south_to_north_1.0,113.0,36.86,28.0,0.0,994.9,276087.727401,108.910278,88061.373084
baseline,1,south_to_north_1.2,101.0,28.83,17.0,0.47,994.9,257772.305363,100.946435,82218.831432
baseline,1,north_to_south_0.4,100.0,24.61,14.0,0.06,994.9,242409.612947,93.316463,77318.853331
baseline,1,north_to_south_0.5,97.0,25.02,13.0,0.33,994.9,250839.757433,96.627152,80007.512629
baseline,1,south_to_north_1.3,95.0,17.99,8.0,0.7,994.9,222566.342285,84.459405,70989.469589
baseline,1,north_to_south_0.1,114.0,31.86,23.0,0.27,994.9,264778.884059,103.059878,84454.312011
baseline,1,north_to_south_0.7,91.0,18.99,7.0,0.86,994.9,228708.215642,89.197661,72948.006598
baseline,1,south_to_north_1.4,90.0,11.63,1.0,0.94,994.9,210619.076378,80.244682,67178.394035
baseline,1,south_to_north_1.5,84.0,11.75,0.0,0.17,994.9,212019.438727,80.081363,67624.738484
baseline,1,south_to_north_1.6,78.0,6.38,0.0,0.4,994.9,205115.806401,77.154902,65422.616105
baseline,1,north_to_south_0.9,86.0,13.88,1.0,0.39,994.9,226240.421551,87.741787,72160.640561
baseline,1,north_to_south_0.3,109.0,25.17,16.0,0.8,994.9,251893.726702,96.710121,80344.243066
baseline,1,north_to_south_0.11,80.0,7.61,0.0,0.93,994.9,204819.524332,76.823055,65328.168441
baseline,1,north_to_south_0.6,100.0,27.55,12.0,0.6,994.9,257751.423397,100.523163,82211.980029
baseline,1,north_to_south_0.12,78.0,6.21,0.0,0.19,994.9,205706.619222,77.015075,65611.084378
baseline,1,north_to_south_0.8,95.0,15.99,2.0,0.13,994.9,228341.354679,89.350838,72830.940577
baseline,1,north_to_south_0.10,87.0,14.95,0.0,0.66,994.9,223208.578157,85.012659,71193.657665
baseline,1,south_to_north_1.7,78.0,3.65,0.0,0.64,994.9,174755.291935,61.70171,55739.303093
baseline,1,north_to_south_0.13,78.0,3.51,0.0,0.46,994.9,162402.482204,58.560765,51799.208274
baseline,1,north_to_south_0.14,76.0,3.53,0.0,0.72,994.9,173938.299628,60.786043,55478.69493
baseline,1,south_to_north_1.8,78.0,4.07,0.0,0.87,994.9,165037.602822,57.921477,52639.818495
baseline,1,north_to_south_0.16,76.0,3.69,0.0,0.26,994.9,171216.944276,60.323143,54610.672336
baseline,1,north_to_south_0.15,81.0,3.88,0.0,0.99,994.9,179007.043153,64.337379,57095.426302
baseline,1,north_to_south_0.17,77.0,3.83,0.0,0.52,994.9,169242.250477,60.343758,53980.802092
baseline,1,south_to_north_1.9,84.0,3.97,0.0,0.11,994.9,193398.675298,69.539336,61685.816176
baseline,1,east_to_west_2.4,119.0,46.78,38.0,0.0,994.9,290656.374326,117.740003,92708.421903
baseline,1,east_to_west_2.5,111.0,38.81,31.0,0.5,994.9,276663.535524,108.0547,88245.11568
baseline,1,west_to_east_3.4,117.0,41.93,30.0,0.67,994.9,284119.194749,112.084954,90623.239795
baseline,1,east_to_west_2.9,85.0,13.03,3.0,0.5,994.9,215787.272995,78.800783,68826.985026
baseline,1,east_to_west_2.7,102.0,21.82,13.0,0.5,994.9,232151.324667,88.699014,74046.962619
baseline,1,east_to_west_2.8,95.0,22.8,10.0,0.0,994.9,232504.20588,90.000583,74159.143869
baseline,1,west_to_east_3.8,88.0,16.33,3.0,0.34,994.9,207261.572918,77.461366,66107.585432
baseline,1,west_to_east_3.6,106.0,24.78,16.0,0.0,994.9,241068.777253,93.860215,76891.295705
baseline,1,west_to_east_3.9,82.0,10.22,0.0,0.0,994.9,204680.38135,79.266609,65283.644376
baseline,1,west_to_east_3.2,143.0,49.84,40.0,0.33,994.9,318332.617666,128.443994,101536.743384
baseline,1,west_to_east_3.10,76.0,3.94,0.0,0.67,994.9,170437.894966,61.128742,54362.111383
baseline,1,east_to_west_2.10,86.0,4.74,0.0,0.0,994.9,177532.774839,64.262098,56625.311324
baseline,1,west_to_east_3.5,120.0,33.19,19.0,0.34,994.9,283433.971432,111.27555,90404.422275
baseline,1,west_to_east_3.7,103.0,30.52,12.0,0.67,994.9,253888.371645,100.477662,80979.788103
baseline,1,east_to_west_2.6,119.0,22.79,13.0,0.0,994.9,242787.23824,94.603969,77439.694027
baseline,1,east_to_west_2.12,76.0,3.99,0.0,0.0,994.9,171291.179053,60.434993,54634.353383
baseline,1,west_to_east_3.11,81.0,3.94,0.0,0.34,994.9,173627.025241,62.290832,55379.463201
baseline,1,east_to_west_2.11,94.0,5.4,0.0,0.5,994.9,184856.656534,67.329585,58961.563471
baseline,1,north_to_south_0.20,105.0,33.23,26.0,0.32,994.9,266046.590031,105.32663,84858.308352
baseline,1,south_to_north_1.10,113.0,40.8,33.0,0.34,994.9,281005.8335,110.837189,89630.168037
baseline,1,north_to_south_0.19,110.0,37.81,29.0,0.05,994.9,277491.54949,109.649067,88508.969605
baseline,1,south_to_north_1.11,106.0,33.81,25.0,0.57,994.9,272403.50998,106.615531,86885.991541
baseline,1,north_to_south_0.22,100.0,27.81,19.0,0.85,994.9,256772.142598,99.497349,81899.971411
baseline,1,south_to_north_1.13,95.0,23.03,13.0,0.04,994.9,246035.567478,94.636651,78475.199363
baseline,1,north_to_south_0.23,99.0,26.75,17.0,0.12,994.9,249671.051844,95.547915,79635.014524
baseline,1,north_to_south_0.24,96.0,24.14,14.0,0.38,994.9,246380.223229,96.02633,78585.053541
baseline,1,south_to_north_1.12,105.0,25.34,16.0,0.81,994.9,239492.797553,91.977385,76388.721303
baseline,1,south_to_north_1.15,86.0,7.96,0.0,0.51,994.9,197659.359659,73.968789,63044.603718
baseline,1,south_to_north_1.14,94.0,22.04,7.0,0.28,994.9,236584.976714,90.179073,75460.667892
baseline,1,north_to_south_0.26,91.0,17.25,7.0,0.92,994.9,223265.244423,85.366665,71212.131109
baseline,1,south_to_north_1.16,80.0,8.11,0.0,0.74,994.9,193204.789038,72.264534,61623.629705
baseline,1,north_to_south_0.30,77.0,5.27,0.0,0.98,994.9,186043.882973,67.320588,59339.738173
baseline,1,south_to_north_1.17,76.0,3.73,0.0,0.98,994.9,171273.239117,60.377019,54628.628704
baseline,1,north_to_south_0.18,127.0,32.78,23.0,0.79,994.9,274485.687749,108.937194,87550.541526
baseline,1,north_to_south_0.29,86.0,7.97,0.0,0.71,994.9,198441.914438,73.054348,63294.335168
baseline,1,north_to_south_0.21,118.0,24.06,14.0,0.59,994.9,250797.03396,97.342003,79994.583957
baseline,1,north_to_south_0.31,81.0,8.49,0.0,0.25,994.9,210128.248201,79.544888,67021.377843
baseline,1,north_to_south_0.25,104.0,21.29,6.0,0.65,994.9,242500.564388,96.616938,77347.304893
baseline,1,north_to_south_0.32,78.0,6.19,0.0,0.51,994.9,190039.948339,70.030502,60614.21527
baseline,1,south_to_north_1.18,76.0,3.49,0.0,0.21,994.9,175511.64795,63.027832,55980.393239
baseline,1,north_to_south_0.27,99.0,24.65,3.0,0.18,994.9,253772.023648,101.391211,80942.135139
baseline,1,north_to_south_0.28,95.0,22.9,2.0,0.45,994.9,239497.820146,93.572147,76389.380527
baseline,1,north_to_south_0.34,76.0,3.97,0.0,0.04,994.9,172529.467655,60.282949,55029.361356
baseline,1,south_to_north_1.19,75.0,3.2,0.0,0.45,994.9,172562.829601,60.816647,55039.930323
baseline,1,north_to_south_0.35,76.0,3.78,0.0,0.31,994.9,165955.281637,57.848196,52932.480336
baseline,1,north_to_south_0.33,88.0,5.13,0.0,0.78,994.9,174790.571789,63.391479,55750.724397
baseline,1,east_to_west_2.13,121.0,48.95,40.0,0.5,994.9,307048.654746,123.184458,97937.018762
baseline,1,west_to_east_3.12,119.0,46.78,37.0,0.0,994.9,293326.893286,117.972934,93560.193864
baseline,1,west_to_east_3.13,110.0,38.2,30.0,0.67,994.9,271579.032435,108.124067,86623.191492
baseline,1,east_to_west_2.16,103.0,30.52,20.0,0.0,994.9,261540.049449,102.907916,83420.660303
baseline,1,west_to_east_3.15,99.0,22.44,11.0,0.01,994.9,234280.118589,91.612907,74725.698744
baseline,1,west_to_east_3.17,82.0,9.87,0.0,0.34,994.9,192637.020721,70.882377,61442.723771
baseline,1,east_to_west_2.14,120.0,36.87,28.0,0.0,994.9,274780.750858,108.368557,87644.676845
baseline,1,east_to_west_2.18,91.0,15.25,4.0,0.0,994.9,216806.445215,81.226986,69152.081102
baseline,1,west_to_east_3.18,76.0,3.68,0.0,0.01,994.9,174405.130804,61.771752,55627.531894
baseline,1,west_to_east_3.16,94.0,21.2,6.0,0.67,994.9,232375.047117,88.932513,74117.848967
baseline,1,east_to_west_2.19,85.0,9.16,0.0,0.5,994.9,208650.717331,79.625243,66550.194544
baseline,1,east_to_west_2.15,117.0,29.43,17.0,0.5,994.9,259505.196436,101.703723,82772.115558
baseline,1,east_to_west_2.20,80.0,7.4,0.0,0.0,994.9,195066.708137,73.776702,62217.415116
baseline,1,east_to_west_2.17,103.0,31.18,13.0,0.5,994.9,260494.249077,102.053827,83086.960611
baseline,1,west_to_east_3.14,115.0,22.6,11.0,0.34,994.9,248379.464938,96.942797,79223.150214
baseline,1,east_to_west_2.21,75.0,3.13,0.0,0.5,994.9,169242.714767,59.245877,53980.989251
baseline,1,west_to_east_3.19,76.0,3.72,0.0,0.67,994.9,167366.489118,60.398265,53382.435275
baseline,1,west_to_east_3.20,76.0,3.57,0.0,0.34,994.9,169843.411886,60.403403,54172.528168
baseline,1,south_to_north_1.21,108.0,35.45,28.0,0.91,994.9,278989.156613,110.630329,88986.51269
baseline,1,north_to_south_0.36,117.0,42.71,32.0,0.58,994.9,290452.839063,114.022384,92643.540102
baseline,1,south_to_north_1.20,116.0,42.16,33.0,0.68,994.9,295503.386362,117.752391,94254.257465
baseline,1,north_to_south_0.37,113.0,40.52,31.0,0.84,994.9,282558.676459,112.924709,90125.304603
baseline,1,south_to_north_1.23,97.0,24.83,15.0,0.38,994.9,232973.349157,89.356511,74308.992808
baseline,1,north_to_south_0.38,112.0,39.45,29.0,0.11,994.9,281343.609611,110.780238,89737.708631
baseline,1,north_to_south_0.39,108.0,34.25,24.0,0.37,994.9,264810.88096,103.340241,84464.272671
baseline,1,south_to_north_1.22,105.0,32.87,23.0,0.15,994.9,269344.807548,106.693892,85910.136598
baseline,1,north_to_south_0.40,105.0,33.17,23.0,0.64,994.9,261719.219453,102.004843,83478.074286
baseline,1,south_to_north_1.25,85.0,12.76,3.0,0.85,994.9,209728.754511,77.881602,66894.432212
baseline,1,north_to_south_0.43,95.0,22.81,12.0,0.44,994.9,239196.430746,92.101761,76293.811115
baseline,1,south_to_north_1.26,81.0,8.57,0.0,0.08,994.9,196915.203833,71.881297,62807.270456
baseline,1,north_to_south_0.44,93.0,18.9,10.0,0.7,994.9,230442.630159,86.86585,73501.703149
baseline,1,south_to_north_1.24,96.0,16.14,5.0,0.62,994.9,222482.470322,85.133441,70962.552602
baseline,1,north_to_south_0.46,88.0,15.42,4.0,0.24,994.9,215163.355152,81.028411,68627.918443
baseline,1,north_to_south_0.41,107.0,27.41,18.0,0.91,994.9,254955.298782,99.198765,81320.603215
baseline,1,north_to_south_0.47,85.0,13.16,1.0,0.5,994.9,215586.009063,80.289941,68762.678541
baseline,1,north_to_south_0.49,80.0,8.02,0.0,0.03,994.9,195578.139538,70.222266,62380.83648
baseline,1,south_to_north_1.27,81.0,4.29,0.0,0.32,994.9,171704.830616,61.685546,54766.35074
baseline,1,north_to_south_0.50,78.0,6.09,0.0,0.3,994.9,183908.654588,65.713402,58658.779486
baseline,1,north_to_south_0.51,76.0,3.78,0.0,0.57,994.9,181429.930223,65.487823,57868.043921
baseline,1,north_to_south_0.42,111.0,21.54,11.0,0.17,994.9,235691.301324,91.543122,75176.172903
baseline,1,north_to_south_0.45,100.0,25.21,7.0,0.97,994.9,245823.349715,95.692643,78407.292368
baseline,1,north_to_south_0.48,90.0,9.82,0.0,0.77,994.9,211179.874377,81.625093,67356.901355
baseline,1,north_to_south_0.52,76.0,4.24,0.0,0.83,994.9,173774.416266,61.996579,55426.347142
baseline,1,south_to_north_1.29,75.0,3.23,0.0,0.79,994.9,168802.647108,60.604632,53840.517341
baseline,1,north_to_south_0.53,78.0,3.34,0.0,0.1,994.9,170060.473345,58.510548,54242.000604
baseline,1,north_to_south_0.54,76.0,3.51,0.0,0.36,994.9,161218.684304,56.703181,51421.666644
baseline,1,south_to_north_1.30,76.0,3.65,0.0,0.02,994.9,162885.899595,57.264142,51953.45728
baseline,1,south_to_north_1.28,95.0,5.39,0.0,0.55,994.9,187144.117987,68.828548,59691.117638
baseline,1,west_to_east_3.21,114.0,41.58,32.0,0.01,994.9,281476.039791,110.942355,89780.132935
baseline,1,west_to_east_3.22,106.0,33.07,22.0,0.67,994.9,266887.748427,104.391411,85126.625849
baseline,1,east_to_west_2.23,118.0,42.22,33.0,0.5,994.9,287448.763108,113.887702,91685.306625
baseline,1,east_to_west_2.25,103.0,30.97,20.0,0.5,994.9,248739.615719,95.688714,79338.158156
baseline,1,east_to_west_2.27,90.0,18.02,7.0,0.5,994.9,229007.042991,88.118905,73043.491086
baseline,1,west_to_east_3.26,76.0,4.1,0.0,0.34,994.9,190519.730814,69.379212,60767.238859
baseline,1,west_to_east_3.24,94.0,17.32,8.0,0.01,994.9,220819.480411,82.990291,70432.245654
baseline,1,east_to_west_2.22,130.0,47.31,37.0,0.0,994.9,293735.416469,117.497977,93690.945074
baseline,1,east_to_west_2.29,77.0,4.95,0.0,0.5,994.9,183923.875367,66.540861,58663.527141
baseline,1,west_to_east_3.25,87.0,12.78,1.0,0.68,994.9,221763.458377,84.044247,70732.874386
baseline,1,east_to_west_2.24,117.0,44.71,28.0,0.0,994.9,285599.70724,114.364071,91095.322781
baseline,1,east_to_west_2.28,87.0,14.66,3.0,0.0,994.9,214846.827725,82.44919,68526.686755
baseline,1,east_to_west_2.26,103.0,31.32,17.0,0.0,994.9,258542.551907,104.346591,82464.307417
baseline,1,east_to_west_2.30,75.0,3.21,0.0,0.0,994.9,169858.307655,60.688582,54177.244346
baseline,1,west_to_east_3.27,76.0,3.89,0.0,0.01,994.9,173050.155454,61.210426,55195.370666
baseline,1,west_to_east_3.23,111.0,16.54,6.0,0.34,994.9,227808.728157,87.18441,72661.901394
baseline,1,east_to_west_2.31,76.0,3.59,0.0,0.5,994.9,161573.060292,56.24027,51534.758614
baseline,1,west_to_east_3.28,76.0,3.55,0.0,0.68,994.9,166828.09927,59.000206,53210.803839
baseline,1,north_to_south_0.56,111.0,39.35,31.0,0.9,994.9,285158.711599,113.392426,90954.562144
baseline,1,south_to_north_1.31,111.0,39.18,29.0,0.25,994.9,286355.527259,113.483868,91336.305546
baseline,1,south_to_north_1.32,105.0,31.05,22.0,0.49,994.9,260479.307587,102.274373,83082.547233
baseline,1,north_to_south_0.59,102.0,30.04,22.0,0.69,994.9,260972.727487,103.402278,83239.756437
baseline,1,north_to_south_0.55,118.0,41.22,30.0,0.63,994.9,286855.959048,114.677813,91496.042376
baseline,1,south_to_north_1.33,100.0,25.97,17.0,0.72,994.9,251588.394232,96.891519,80246.579466
baseline,1,south_to_north_1.34,93.0,20.54,10.0,0.96,994.9,224328.721945,84.436686,71551.544278
baseline,1,north_to_south_0.57,112.0,40.23,27.0,0.16,994.9,292717.93633,117.811463,93365.394936
baseline,1,north_to_south_0.61,97.0,24.99,15.0,0.23,994.9,241604.807734,93.922951,77061.967649
baseline,1,south_to_north_1.35,89.0,16.51,5.0,0.19,994.9,225055.831068,84.934587,71783.237458
baseline,1,north_to_south_0.63,91.0,18.76,9.0,0.76,994.9,235831.061256,91.41665,75220.079727
baseline,1,south_to_north_1.36,83.0,7.47,0.0,0.42,994.9,190866.224965,69.565656,60877.984859
baseline,1,north_to_south_0.58,112.0,30.75,22.0,0.43,994.9,261962.450063,101.866195,83555.881076
baseline,1,north_to_south_0.65,86.0,13.6,3.0,0.29,994.9,214473.864303,81.949508,68407.79376
baseline,1,north_to_south_0.66,83.0,11.38,0.0,0.56,994.9,204442.932201,75.157278,65208.416623
baseline,1,north_to_south_0.60,106.0,27.11,16.0,0.96,994.9,247621.196116,96.893568,78981.247032
baseline,1,north_to_south_0.68,78.0,6.29,0.0,0.09,994.9,195029.24586,72.826769,62205.51947
baseline,1,north_to_south_0.62,101.0,22.54,10.0,0.49,994.9,240286.601347,92.632324,76641.631564
baseline,1,north_to_south_0.69,76.0,4.16,0.0,0.35,994.9,173601.206849,62.20368,55371.067729
baseline,1,south_to_north_1.37,84.0,4.4,0.0,0.66,994.9,173803.607007,63.180761,55435.783731
baseline,1,north_to_south_0.67,85.0,12.88,0.0,0.82,994.9,210452.668949,77.997198,67125.14853
baseline,1,north_to_south_0.64,99.0,14.02,3.0,0.02,994.9,215546.103798,80.708967,68750.37625
baseline,1,north_to_south_0.70,76.0,3.88,0.0,0.62,994.9,163514.016227,58.282226,52153.733827
baseline,1,south_to_north_1.39,76.0,3.55,0.0,0.13,994.9,168941.728204,60.386038,53884.911253
baseline,1,north_to_south_0.71,75.0,3.26,0.0,0.89,994.9,169557.649953,60.174764,54081.379975
baseline,1,south_to_north_1.38,88.0,5.09,0.0,0.89,994.9,185718.065203,67.977517,59236.089593
baseline,1,north_to_south_0.72,79.0,3.5,0.0,0.15,994.9,168619.897296,61.152312,53782.266233
baseline,1,north_to_south_0.73,76.0,3.74,0.0,0.42,994.9,173453.587596,62.46458,55323.95311
baseline,1,south_to_north_1.40,82.0,4.0,0.0,0.36,994.9,176185.19092,61.843019,56195.54365
baseline,1,west_to_east_3.31,100.0,27.95,19.0,0.68,994.9,252820.455958,96.860635,80639.647608
baseline,1,east_to_west_2.33,112.0,37.05,27.0,0.5,994.9,276429.909441,108.173906,88170.504514
baseline,1,west_to_east_3.32,94.0,21.99,13.0,0.34,994.9,231547.533205,87.943832,73854.140927
baseline,1,west_to_east_3.29,120.0,42.01,33.0,0.34,994.9,290676.784613,115.82184,92714.898116
baseline,1,east_to_west_2.35,99.0,24.46,14.0,0.5,994.9,228793.321005,89.042929,72975.733414
baseline,1,east_to_west_2.32,124.0,43.37,34.0,0.0,994.9,289340.446386,116.272692,92288.708219
baseline,1,east_to_west_2.37,86.0,13.27,3.0,0.5,994.9,217943.148215,82.686298,69514.397558
baseline,1,east_to_west_2.34,111.0,38.65,26.0,0.0,994.9,291913.011774,117.579973,93108.516832
baseline,1,west_to_east_3.34,82.0,4.35,0.0,0.68,994.9,189812.75284,68.516237,60541.977684
baseline,1,east_to_west_2.38,81.0,8.85,0.0,0.0,994.9,214713.460861,81.735194,68483.839559
baseline,1,east_to_west_2.36,97.0,25.31,12.0,0.0,994.9,255367.192747,100.264183,81451.298214
baseline,1,west_to_east_3.33,92.0,16.53,3.0,0.01,994.9,228813.716936,86.953849,72981.824717
baseline,1,west_to_east_3.35,77.0,4.95,0.0,0.35,994.9,182668.745912,65.97496,58263.208079
baseline,1,east_to_west_2.39,76.0,3.72,0.0,0.5,994.9,173344.662328,59.805636,55289.417425
baseline,1,west_to_east_3.30,120.0,29.17,20.0,0.01,994.9,264738.192391,104.299633,84441.323684
baseline,1,east_to_west_2.40,75.0,2.84,0.0,0.0,994.9,163817.417064,57.40547,52250.545666
baseline,1,west_to_east_3.36,82.0,4.19,0.0,0.01,994.9,177913.191721,63.703357,56746.5917
baseline,1,north_to_south_0.74,114.0,41.86,33.0,0.68,994.9,276861.866559,110.002547,88308.375817
baseline,1,south_to_north_1.41,113.0,41.18,33.0,0.59,994.9,286506.286066,112.306977,91384.620964
baseline,1,north_to_south_0.75,110.0,38.05,28.0,0.95,994.9,274020.3533,108.464628,87401.822711
baseline,1,south_to_north_1.42,106.0,34.33,25.0,0.83,994.9,253678.41654,99.901683,80913.475334
baseline,1,north_to_south_0.76,109.0,37.18,29.0,0.22,994.9,278306.45982,110.264155,88768.908121
baseline,1,north_to_south_0.77,105.0,33.23,24.0,0.48,994.9,264526.696025,105.691822,84373.42564
baseline,1,south_to_north_1.43,102.0,30.13,21.0,0.06,994.9,255193.479226,98.528533,81396.664306
baseline,1,south_to_north_1.44,95.0,23.21,12.0,0.3,994.9,229982.502747,86.566289,73355.12435
baseline,1,south_to_north_1.46,83.0,11.16,2.0,0.76,994.9,205519.936651,77.916656,65551.819793
baseline,1,north_to_south_0.79,101.0,28.61,19.0,0.01,994.9,247712.005569,96.167189,79010.224882
baseline,1,south_to_north_1.45,91.0,18.01,8.0,0.53,994.9,219360.85808,83.733731,69966.88214
baseline,1,south_to_north_1.47,78.0,6.13,0.0,1.0,994.9,189303.005047,68.995408,60379.239312
baseline,1,north_to_south_0.78,107.0,26.73,17.0,0.75,994.9,249232.063445,96.733948,79495.128289
baseline,1,north_to_south_0.81,97.0,20.22,10.0,0.55,994.9,234762.429288,89.892421,74879.585127
baseline,1,north_to_south_0.80,102.0,23.18,12.0,0.28,994.9,239406.030459,92.768751,76360.774425
baseline,1,south_to_north_1.48,76.0,3.73,0.0,0.23,994.9,171236.890688,62.595121,54616.859137
baseline,1,north_to_south_0.84,88.0,15.65,2.0,0.34,994.9,230642.592497,88.095595,73564.923165
baseline,1,north_to_south_0.83,93.0,18.96,5.0,0.08,994.9,232381.324535,89.146223,74119.710958
baseline,1,north_to_south_0.85,86.0,8.74,0.0,0.61,994.9,209464.344634,77.519624,66809.982849
baseline,1,north_to_south_0.87,80.0,8.34,0.0,0.14,994.9,205611.470434,78.702762,65580.634937
baseline,1,north_to_south_0.88,78.0,6.11,0.0,0.41,994.9,195502.940999,74.049662,62356.498338
baseline,1,south_to_north_1.49,76.0,3.66,0.0,0.47,994.9,173655.909745,62.186661,55388.512662
baseline,1,north_to_south_0.86,87.0,14.72,0.0,0.88,994.9,224863.538656,87.024136,71721.332353
baseline,1,north_to_south_0.89,78.0,4.76,0.0,0.67,994.9,169275.903412,60.576883,53991.548694
baseline,1,north_to_south_0.82,106.0,11.42,0.0,0.81,994.9,222779.543541,83.865656,71057.630754
baseline,1,north_to_south_0.91,76.0,3.67,0.0,0.21,994.9,173227.979117,61.997261,55252.025966
baseline,1,north_to_south_0.90,83.0,3.69,0.0,0.94,994.9,173250.158693,62.675438,55259.245976
baseline,1,north_to_south_0.92,76.0,4.05,0.0,0.47,994.9,171356.816416,61.595514,54655.200932
baseline,1,south_to_north_1.50,83.0,4.11,0.0,0.7,994.9,182256.826654,64.855945,58132.084726
baseline,1,west_to_east_3.37,120.0,47.73,38.0,0.68,994.9,305974.234773,123.675243,97594.159658
baseline,1,west_to_east_3.38,112.0,39.69,31.0,0.35,994.9,276819.984313,110.383528,88294.916038
baseline,1,east_to_west_2.41,122.0,47.21,39.0,0.5,994.9,301918.098923,121.413884,96300.523289
baseline,1,west_to_east_3.39,106.0,33.59,25.0,0.01,994.9,264908.497576,101.990821,84495.502073
baseline,1,west_to_east_3.41,89.0,16.56,8.0,0.35,994.9,222552.280945,85.995189,70984.574573
baseline,1,east_to_west_2.42,117.0,38.65,30.0,0.0,994.9,279062.753545,111.08692,89010.328261
baseline,1,east_to_west_2.44,102.0,30.25,20.0,0.0,994.9,259499.282507,100.298554,82769.85966
baseline,1,west_to_east_3.42,84.0,8.59,0.0,0.01,994.9,203625.010398,73.561382,64947.563121
baseline,1,east_to_west_2.43,112.0,32.0,23.0,0.5,994.9,268398.808675,105.378668,85608.736126
baseline,1,east_to_west_2.45,99.0,25.86,13.0,0.5,994.9,252915.613073,99.506697,80669.561574
baseline,1,east_to_west_2.46,93.0,10.92,0.0,0.0,994.9,205594.436968,77.22838,65575.896624
baseline,1,west_to_east_3.40,105.0,21.39,11.0,0.68,994.9,226162.93564,86.67402,72136.89921
baseline,1,east_to_west_2.47,86.0,13.76,0.0,0.5,994.9,211082.063579,81.63798,67325.706933
baseline,1,east_to_west_2.48,80.0,7.57,0.0,0.0,994.9,185036.442791,69.775506,59018.230227
baseline,1,west_to_east_3.44,76.0,3.42,0.0,0.35,994.9,168962.542712,61.073255,53891.487481
baseline,1,west_to_east_3.43,88.0,4.43,0.0,0.68,994.9,173252.919879,62.367394,55260.329712
baseline,1,west_to_east_3.45,75.0,3.38,0.0,0.02,994.9,165237.80662,60.083536,52703.435991
baseline,1,east_to_west_2.50,76.0,3.61,0.0,0.0,994.9,174489.965686,61.826153,55654.590685
baseline,1,east_to_west_2.49,86.0,5.08,0.0,0.5,994.9,171265.509932,61.765226,54626.361792
baseline,1,south_to_north_1.51,115.0,42.47,33.0,0.93,994.9,287426.971232,114.262608,91678.221493
baseline,1,north_to_south_0.94,110.0,38.01,30.0,0.0,994.9,276525.15531,110.33044,88200.734853
baseline,1,north_to_south_0.95,106.0,33.83,24.0,0.27,994.9,273416.962334,107.033932,87209.229694
baseline,1,south_to_north_1.52,110.0,35.14,26.0,0.17,994.9,262343.372081,103.544843,83677.356913
baseline,1,south_to_north_1.54,99.0,24.48,14.0,0.64,994.9,237447.265374,90.86355,75736.142783
baseline,1,north_to_south_0.96,107.0,29.59,19.0,0.54,994.9,248839.237126,95.37514,79370.12035
baseline,1,north_to_south_0.99,96.0,23.79,12.0,0.33,994.9,242145.334241,94.062232,77234.267859
baseline,1,south_to_north_1.56,87.0,14.75,4.0,0.1,994.9,216455.933384,81.921007,69040.137964
baseline,1,south_to_north_1.53,108.0,28.64,18.0,0.4,994.9,256289.035518,99.491817,81746.098135
baseline,1,south_to_north_1.57,82.0,9.6,0.0,0.34,994.9,199545.649883,75.278949,63646.122831
baseline,1,south_to_north_1.55,96.0,23.11,10.0,0.87,994.9,235561.789792,90.296334,75134.470686
baseline,1,north_to_south_0.100,96.0,20.13,9.0,0.6,994.9,227561.44358,87.422548,72582.676336
baseline,1,south_to_north_1.58,77.0,4.57,0.0,0.57,994.9,184833.867406,66.905886,58953.760051
baseline,1,north_to_south_0.102,90.0,18.11,4.0,0.13,994.9,240176.025798,94.948065,76605.51743
baseline,1,north_to_south_0.104,84.0,11.93,0.0,0.66,994.9,218223.474789,82.787953,69603.493991
baseline,1,north_to_south_0.93,126.0,34.59,23.0,0.74,994.9,273127.943505,108.458197,87117.465883
baseline,1,north_to_south_0.106,79.0,6.7,0.0,0.2,994.9,196583.408333,74.642302,62701.118402
baseline,1,north_to_south_0.97,113.0,28.39,13.0,0.8,994.9,259162.393928,101.648221,82662.480498
baseline,1,north_to_south_0.107,77.0,4.48,0.0,0.46,994.9,190905.538194,70.766597,60890.206956
baseline,1,north_to_south_0.98,112.0,30.09,12.0,0.07,994.9,258090.281104,103.205379,82320.213632
baseline,1,north_to_south_0.105,85.0,13.15,0.0,0.93,994.9,206623.325296,78.825925,65903.576479
